2	4	288	20	854
2	4	264	13	216
2	4	180	9	130
2	4	141	18	557
2	5	150	20	504
2	5	147	5	832
2	5	146	15	775
2	5	91	13	416
2	5	77	1	726
3	0	280	3	334
3	0	256	3	249
3	0	251	12	633
3	0	208	1	802
3	0	192	18	511
3	0	74	1	628
3	1	279	12	89
3	1	263	13	847
3	1	108	16	404
3	1	106	15	153
3	2	241	14	702
3	2	204	20	611
3	2	175	18	715
3	2	139	15	521
3	2	127	16	868
3	3	276	7	120
3	3	217	7	693
3	3	179	10	495
3	4	291	17	213
3	4	269	3	232
3	4	185	13	225
3	4	159	17	247
3	4	125	5	456
3	4	118	15	174
3	4	118	11	899
3	4	95	9	71
3	5	286	11	74
3	5	240	8	444
3	5	177	13	882
3	5	130	15	48
4	0	271	0	251
4	0	258	20	722
4	0	169	14	803
4	0	138	16	340
4	0	119	17	1
4	0	97	17	910
4	0	97	11	97
4	0	73	20	954
4	0	67	14	101
4	0	63	16	302
4	1	276	6	754
4	1	236	5	730
4	1	145	7	761
4	1	118	18	670
4	2	187	14	237
4	2	176	5	710
4	2	142	15	884
4	2	126	1	94
4	2	117	17	293
4	2	100	2	621
4	3	284	13	666
4	3	209	5	682
4	3	190	6	827
4	3	181	14	725
4	3	119	5	529
4	4	265	1	597
4	4	126	4	125
4	5	294	7	131
4	5	286	18	458
4	5	255	9	357
4	5	163	10	838
5	0	294	8	967
5	0	287	4	465
5	0	244	1	203
5	0	151	18	429
5	0	135	8	368
5	0	93	2	28
5	0	86	20	671
5	0	72	1	684
5	1	203	15	766
5	1	201	15	182
5	1	179	9	655
5	1	61	15	518
5	2	258	10	245
5	2	227	15	214
5	2	204	12	677
5	2	201	9	160
5	2	149	9	227
5	3	235	6	300
5	3	214	11	24
5	3	143	10	202
5	3	66	9	513
5	4	299	17	724
5	4	296	20	361
5	4	256	16	327
5	4	254	4	650
5	4	239	10	567
5	4	156	8	651
5	4	131	3	324
5	4	125	6	857
5	5	205	8	50
5	5	202	17	591
5	5	169	9	358
5	5	139	9	373
5	5	119	18	457
5	5	68	20	330
6	0	278	6	414
6	0	164	10	686
6	1	295	17	380
6	1	276	15	263
6	1	241	2	466
6	1	224	18	411
6	1	213	6	205
6	1	187	17	494
6	1	186	15	392
6	1	180	0	705
6	1	149	2	339
6	1	148	9	977
6	1	140	13	353
6	1	132	12	945
6	1	132	5	851
6	1	101	8	87
6	2	259	20	82
6	2	211	1	900
6	2	192	0	917
6	2	145	5	261
6	2	140	3	477
6	2	118	13	306
6	2	109	2	949
6	2	96	5	644
6	2	62	20	32
6	3	298	5	612
6	3	256	13	889
6	3	200	9	893
6	3	154	15	254
6	3	150	7	355
6	3	120	8	858
6	3	119	4	81
6	3	81	12	700
6	3	75	12	135
6	3	68	18	299
6	4	268	6	294
6	4	264	19	267
6	4	225	14	442
6	4	211	20	0
6	4	169	10	587
6	4	108	3	259
6	5	216	4	67
6	5	193	7	638
6	5	180	8	12
6	5	174	2	413
6	5	83	16	663
6	5	67	14	187
7	0	279	10	981
7	0	247	18	927
7	0	192	18	418
7	0	171	15	286
7	0	158	20	351
7	0	84	13	95
7	0	75	7	144
7	1	268	12	289
7	1	234	18	282
7	1	195	0	140
7	1	194	3	911
7	1	109	20	434
7	1	92	17	507
7	1	83	18	331
7	2	242	13	326
7	2	213	17	192
7	2	173	16	423
7	2	168	0	571
7	2	132	12	433
7	2	111	14	226
7	3	259	7	105
7	3	252	17	712
7	3	191	1	168
7	3	184	12	401
7	3	175	13	680
7	3	86	20	622
7	3	74	8	85
7	4	297	11	694
7	4	257	1	863
7	4	213	19	925
7	4	181	4	996
7	4	159	7	848
7	4	109	2	379
7	4	99	6	711
7	5	123	12	902
8	0	281	9	337
8	0	277	18	886
8	0	247	17	982
8	0	209	13	846
8	0	193	11	501
8	0	80	16	348
8	0	77	10	797
8	0	69	11	676
8	1	293	14	36
8	1	252	14	855
8	1	233	14	639
8	1	174	13	850
8	1	102	1	674
8	2	244	4	62
8	2	111	8	772
8	2	75	0	986
8	3	265	0	687
8	3	245	4	903
8	3	226	20	61
8	3	226	14	108
8	3	150	18	624
8	3	146	15	961
8	3	125	14	287
8	3	109	6	528
8	3	78	16	777
8	4	208	18	319
8	4	173	16	701
8	4	154	10	316
8	4	113	20	675
8	5	292	18	151
8	5	290	2	185
8	5	264	9	486
8	5	153	7	896
8	5	144	5	966
8	5	129	11	279
8	5	65	7	219
9	0	289	8	177
9	0	222	17	767
9	0	205	20	604
9	0	203	12	159
9	0	140	16	717
9	0	101	12	344
9	0	72	19	837
9	0	69	2	713
9	0	67	8	887
9	1	215	10	189
9	1	180	4	298
9	1	155	8	657
9	1	128	0	538
9	1	81	20	526
9	2	252	18	552
9	2	246	20	66
9	2	71	16	490
9	3	297	1	35
9	3	270	13	904
9	3	233	17	709
9	3	224	12	560
9	3	217	1	520
9	3	209	10	308
9	3	178	15	897
9	3	144	16	901
9	3	143	4	914
9	3	136	19	296
9	3	95	10	952
9	4	270	18	665
9	4	175	19	759
9	4	67	2	427
9	5	297	5	180
9	5	292	1	360
9	5	257	7	659
9	5	239	17	683
9	5	189	12	342
9	5	118	6	875
10	0	289	16	176
10	0	285	11	382
10	0	205	7	909
10	0	132	19	372
10	0	99	12	750
10	0	76	15	581
10	1	298	17	554
10	1	285	14	991
10	1	178	16	519
10	1	165	4	328
10	1	125	15	241
10	1	86	0	88
10	2	291	15	217
10	2	266	10	619
10	2	238	13	52
10	2	205	0	822
10	2	191	14	482
10	2	183	7	268
10	2	174	15	525
10	2	131	11	197
10	2	70	18	280
10	2	70	7	881
10	3	122	14	731
10	4	282	14	18
10	4	250	10	234
10	4	241	16	508
10	4	229	3	835
10	4	125	2	575
10	4	89	0	453
10	5	297	14	23
10	5	266	5	325
10	5	258	6	794
10	5	246	6	999
10	5	146	2	608
10	5	141	8	223
10	5	86	16	871
10	5	66	14	543
11	0	258	14	559
11	0	233	1	448
11	0	230	3	375
11	0	199	6	697
11	0	158	1	829
11	0	137	6	312
11	0	73	1	537
11	1	287	16	956
11	1	277	2	41
11	1	254	11	515
11	1	229	4	210
11	1	214	14	170
11	1	182	9	152
11	1	96	2	816
11	2	246	20	485
11	2	198	4	974
11	2	110	17	992
11	3	275	10	540
11	3	202	11	625
11	3	183	14	729
11	3	160	17	69
11	3	86	16	825
11	3	77	14	843
11	3	72	11	765
11	4	264	5	698
11	4	262	12	661
11	4	233	12	932
11	4	176	19	960
11	4	172	6	387
11	4	140	11	480
11	4	103	4	388
11	5	295	15	606
11	5	266	18	789
11	5	203	15	916
11	5	183	9	354
11	5	148	19	104
11	5	125	13	747
12	0	259	8	462
12	0	224	4	669
12	0	203	15	623
12	0	199	7	65
12	0	186	2	998
12	0	161	17	740
12	0	151	15	20
12	0	128	12	940
12	0	119	18	708
12	0	68	11	553
12	1	216	15	793
12	1	85	17	920
12	2	273	20	291
12	2	235	3	869
12	2	129	14	161
12	2	91	8	37
12	2	82	10	493
12	2	77	3	106
12	2	65	17	264
12	3	273	6	405
12	3	272	2	484
12	3	215	16	133
12	3	203	18	315
12	3	201	11	512
12	3	142	18	250
12	3	81	10	563
12	3	72	12	19
12	4	300	0	785
12	4	294	3	852
12	4	281	18	305
12	4	220	9	763
12	4	203	9	944
12	4	194	4	942
12	4	138	3	719
12	4	133	12	272
12	4	103	12	283
12	4	68	2	321
12	5	296	18	764
12	5	267	15	318
12	5	222	8	599
12	5	208	11	426
12	5	195	11	714
12	5	163	1	997
12	5	117	0	200
12	5	115	15	532
13	0	244	6	424
13	0	188	9	311
13	0	182	4	551
13	0	164	10	119
13	0	160	11	99
13	1	241	6	578
13	1	237	10	805
13	1	221	19	872
13	1	182	2	810
13	1	146	19	393
13	1	142	11	126
13	1	132	17	58
13	1	108	3	505
13	1	101	9	356
13	2	280	4	738
13	2	274	13	110
13	2	252	5	76
13	2	240	9	443
13	2	222	2	815
13	2	206	12	440
13	2	143	20	167
13	2	108	3	310
13	3	288	11	70
13	3	267	7	336
13	3	262	9	292
13	3	248	6	248
13	3	143	19	610
13	3	131	20	147
13	3	123	1	590
13	4	295	18	642
13	4	201	10	55
13	4	113	19	723
13	5	266	3	437
13	5	244	15	579
13	5	190	9	447
13	5	183	19	2
13	5	159	13	474
14	0	249	19	389
14	0	220	17	435
14	0	196	14	56
14	0	175	3	271
14	0	155	10	737
14	0	153	14	664
14	1	266	12	90
14	1	261	3	317
14	1	129	2	654
14	1	90	5	9
14	2	243	5	809
14	2	201	2	390
14	2	100	4	262
14	3	300	1	179
14	3	299	16	459
14	3	272	15	853
14	3	241	5	347
14	3	126	6	647
14	4	300	5	75
14	4	273	1	905
14	4	188	1	492
14	4	139	19	980
14	4	105	13	468
14	4	82	1	320
14	5	286	5	489
14	5	265	10	469
14	5	262	13	154
14	5	251	20	464
14	5	250	5	422
14	5	245	11	156
14	5	214	17	231
14	5	210	16	431
14	5	203	8	481
14	5	199	20	171
14	5	75	12	641
15	0	294	13	439
15	0	294	1	985
15	0	272	13	978
15	0	269	2	603
15	0	259	9	774
15	0	235	19	304
15	0	209	7	381
15	0	203	16	455
15	0	138	5	824
15	0	131	19	118
15	0	90	5	696
15	0	76	5	828
15	1	271	8	592
15	1	232	1	239
15	1	201	13	691
15	1	89	0	143
15	2	295	7	17
15	2	291	9	162
15	2	284	13	955
15	2	270	8	580
15	2	264	9	86
15	2	230	7	550
15	2	213	0	450
15	2	182	9	522
15	2	155	9	183
15	2	148	11	787
15	2	75	6	830
15	3	282	7	13
15	3	239	15	733
15	3	145	12	11
15	3	111	20	164
15	4	232	7	936
15	4	228	17	645
15	4	228	5	274
15	4	223	10	630
15	4	167	7	636
15	4	130	0	307
15	4	111	13	823
15	4	82	8	193
15	5	289	17	782
15	5	274	5	27
15	5	207	0	335
15	5	195	17	158
15	5	126	7	64
15	5	119	5	842
15	5	90	5	588
16	0	149	13	778
16	1	216	12	98
16	1	197	2	907
16	1	173	7	77
16	1	162	14	811
16	1	87	18	870
16	1	67	14	391
16	2	231	9	779
16	2	201	0	229
16	2	152	20	145
16	2	64	11	113
16	3	300	11	569
16	3	225	13	149
16	3	179	14	735
16	3	142	9	256
16	3	114	16	812
16	4	146	6	781
16	4	126	7	963
16	4	114	15	598
16	5	289	3	514
16	5	277	7	100
16	5	264	11	983
16	5	257	10	535
16	5	243	20	615
16	5	216	3	791
16	5	195	20	471
16	5	193	20	7
16	5	169	20	895
16	5	120	12	866
17	0	233	12	386
17	0	201	5	753
17	0	183	3	169
17	0	174	6	541
17	0	125	12	155
17	0	119	13	303
17	0	116	18	39
17	0	99	8	22
17	1	251	8	204
17	1	235	16	770
17	1	227	13	363
17	1	185	5	243
17	1	179	17	366
17	1	162	18	146
17	1	153	13	948
17	2	253	17	10
17	2	246	5	84
17	2	236	20	573
17	2	216	2	102
17	2	199	20	341
17	2	185	9	618
17	2	156	17	596
17	2	137	5	421
17	2	124	0	746
17	2	113	1	365
17	2	82	2	544
17	3	296	6	235
17	3	280	6	369
17	3	278	4	384
17	3	209	6	938
17	3	199	15	425
17	3	193	10	568
17	3	188	6	806
17	3	148	2	265
17	3	146	16	371
17	3	133	15	891
17	3	74	9	121
17	3	60	3	54
17	4	265	13	278
17	4	258	15	739
17	4	243	12	329
17	4	206	17	818
17	4	192	5	957
17	4	179	10	533
17	4	166	18	934
17	4	154	20	565
17	4	139	11	60
17	4	76	14	116
17	4	65	13	475
17	5	217	12	652
17	5	215	1	346
17	5	199	12	142
17	5	177	10	374
17	5	166	14	602
17	5	132	13	758
17	5	64	17	658
18	0	283	0	46
18	0	223	7	463
18	0	219	8	432
18	0	161	18	378
18	0	140	11	826
18	0	126	1	614
18	0	123	6	44
18	1	248	20	51
18	1	225	14	359
18	1	173	4	460
18	1	136	5	943
18	1	128	2	673
18	1	122	15	859
18	1	86	3	25
18	2	262	3	253
18	2	209	7	933
18	2	163	14	398
18	2	148	0	470
18	2	135	12	786
18	2	129	3	874
18	2	78	19	111
18	2	73	1	626
18	3	255	9	864
18	3	163	6	689
18	3	133	4	288
18	3	122	12	499
18	3	112	7	950
18	3	109	3	26
18	3	61	6	127
18	4	298	4	880
18	4	223	11	72
18	4	217	4	716
18	4	199	15	73
18	4	91	3	21
18	5	248	0	743
18	5	223	14	742
18	5	213	13	926
18	5	190	11	888
18	5	151	13	841
18	5	109	8	898
18	5	85	0	918
19	0	284	4	562
19	0	259	9	139
19	0	206	19	678
19	0	173	6	516
19	0	120	7	755
19	0	103	3	595
19	1	272	16	410
19	1	239	1	539
19	1	220	10	454
19	1	130	7	984
19	1	116	9	833
19	1	109	2	201
19	1	106	1	732
19	1	82	19	297
19	1	64	14	547
19	2	300	3	510
19	2	261	16	542
19	2	254	4	973
19	2	151	9	640
19	2	141	16	634
19	2	94	0	57
19	2	93	5	964
19	2	73	10	524
19	2	63	14	756
19	3	251	14	496
19	3	222	15	399
19	3	176	5	908
19	3	73	9	172
19	4	294	14	988
19	4	282	1	349
19	4	224	20	93
19	4	212	1	570
19	4	195	2	275
19	4	192	2	807
19	4	185	7	840
19	4	178	5	685
19	4	156	1	449
19	4	71	19	252
19	5	235	7	112
19	5	95	10	472
19	5	64	16	333
20	0	273	2	163
20	0	215	9	370
20	0	193	4	509
20	0	176	20	206
20	1	217	6	660
20	1	214	9	860
20	1	167	18	995
20	1	136	3	430
20	1	134	6	53
20	1	121	13	577
20	1	116	12	383
20	1	73	4	497
20	2	298	15	836
20	2	293	1	572
20	2	231	3	771
20	2	180	4	912
20	2	123	7	790
20	2	68	3	208
20	3	263	12	877
20	3	230	11	861
20	3	123	0	322
20	3	92	1	218
20	4	299	19	922
20	4	289	7	277
20	4	280	13	403
20	4	239	16	115
20	4	229	19	221
20	4	207	11	706
20	4	108	16	906
20	4	82	20	783
20	4	64	18	59
20	5	265	19	473
20	5	233	18	132
20	5	192	2	990
20	5	190	20	534
20	5	155	4	290
20	5	127	8	148
20	5	95	4	30
20	5	70	17	96
20	5	67	13	173
21	0	234	8	583
21	0	204	6	555
21	0	190	17	211
21	0	90	18	561
21	0	74	11	323
21	1	156	13	613
21	1	119	16	834
21	2	286	4	47
21	2	240	12	295
21	2	208	10	784
21	2	138	19	768
21	3	275	7	594
21	3	241	4	931
21	3	227	14	488
21	3	180	10	191
21	3	161	15	749
21	3	119	10	649
21	3	105	10	707
21	3	88	20	549
21	4	264	6	862
21	4	216	16	412
21	4	177	7	546
21	4	136	7	653
21	4	102	13	762
21	4	94	0	748
21	4	78	7	502
21	4	73	6	616
21	5	291	18	498
21	5	273	14	246
21	5	268	17	813
21	5	230	9	400
21	5	221	4	523
21	5	198	16	769
21	5	198	4	78
21	5	108	6	798
22	0	297	7	993
22	0	270	7	212
22	0	232	7	745
22	0	209	7	801
22	0	148	18	451
22	0	132	20	885
22	0	125	19	376
22	0	122	4	137
22	0	117	10	257
22	0	114	9	627
22	0	67	17	937
22	1	246	8	134
22	1	229	20	699
22	1	153	8	690
22	1	120	11	548
22	1	108	0	445
22	2	264	7	617
22	2	257	2	107
22	2	253	5	987
22	2	221	5	527
22	2	203	10	15
22	2	164	17	352
22	2	139	11	207
22	2	110	19	975
22	2	70	12	668
22	3	277	19	989
22	3	277	9	476
22	3	271	8	8
22	3	263	13	165
22	3	189	4	873
22	3	163	14	792
22	3	151	19	6
22	3	113	10	643
22	3	77	20	487
22	3	76	17	38
22	4	285	20	238
22	4	128	7	428
22	5	238	17	928
22	5	145	1	396
22	5	82	10	867
23	0	270	11	91
23	0	269	11	679
23	0	235	8	43
23	0	200	9	821
23	0	163	6	236
23	0	153	1	40
23	0	149	11	667
23	0	69	11	178
23	1	269	4	79
23	1	258	13	3
23	1	204	3	849
23	1	202	3	946
23	1	69	11	109
23	2	235	18	415
23	2	204	9	5
23	2	191	6	190
23	2	185	5	129
23	2	179	5	530
23	2	116	0	270
23	3	287	11	233
23	3	218	7	285
23	3	153	19	959
23	3	151	16	545
23	3	148	11	566
23	3	111	9	970
23	3	103	2	718
23	4	246	4	808
23	4	160	9	646
23	4	149	4	593
23	4	148	13	972
23	4	148	7	209
23	5	215	7	45
23	5	119	15	258
24	0	300	10	491
24	0	293	10	915
24	0	268	17	976
24	0	249	2	947
24	0	228	8	878
24	0	214	10	266
24	0	110	3	831
24	0	85	7	138
24	0	72	1	913
24	1	287	10	605
24	1	234	3	556
24	1	231	15	637
24	1	176	1	122
24	1	170	9	49
24	1	161	8	14
24	1	114	19	971
24	1	97	9	632
24	1	77	4	727
24	1	70	10	242
24	1	68	2	141
24	2	235	18	601
24	2	231	17	939
24	2	207	15	969
24	2	156	16	662
24	2	108	3	367
24	2	77	14	720
24	3	288	9	574
24	3	169	8	629
24	3	125	2	284
24	4	282	15	16
24	4	216	12	734
24	4	212	7	635
24	4	180	7	244
24	4	175	15	845
24	4	137	20	994
24	4	127	1	876
24	4	123	20	879
24	4	94	15	33
24	5	297	17	536
24	5	281	2	345
24	5	266	10	688
24	5	175	17	576
24	5	139	14	923
24	5	126	9	479
24	5	69	18	799
25	0	279	11	839
25	0	237	16	600
25	0	182	12	500
25	0	99	13	819
25	1	271	3	968
25	1	266	3	228
25	1	228	7	741
25	1	219	19	585
25	1	118	1	273
25	1	94	7	817
25	1	72	7	157
25	1	66	20	124
25	1	64	3	150
25	2	292	5	865
25	2	249	8	438
25	2	210	6	962
25	2	193	20	953
25	2	190	4	377
25	2	68	9	230
25	3	261	12	703
25	3	260	8	656
25	3	232	12	584
25	3	190	20	276
25	3	190	19	751
25	3	125	2	609
25	3	100	4	409
25	3	91	12	752
25	4	299	1	117
25	4	291	8	924
25	4	255	19	695
25	4	231	14	255
25	4	218	12	224
25	4	160	14	929
25	4	148	7	589
25	4	113	4	114
25	4	108	20	281
25	5	281	13	419
25	5	276	11	820
25	5	268	13	198
25	5	255	18	856
25	5	254	18	930
25	5	251	3	397
25	5	136	12	269
